Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,IMDb
Horse Girl,2020,18+,72,1,0,0,0,0,7.2
A Christmas Prince,2017,7+,72,1,0,1,0,0,7.2
Hillbilly Elegy,2020,18+,72,1,0,0,0,0,7.2
American Ultra,2015,18+,72,1,0,0,0,0,7.2
First Match,2018,18+,72,1,0,0,0,0,7.2
The Pelican Brief,1993,13+,72,1,0,0,0,0,7.2
The Tourist,2010,13+,72,1,0,0,0,0,7.2
The Dawn Wall,2017,16+,72,1,0,0,0,0,7.2
I'm Thinking of Ending Things,2020,18+,71,1,0,0,0,0,7.1
Shutter,2004,18+,71,1,0,0,0,0,7.1
Surf's Up,2007,7+,71,1,0,1,0,0,7.1
The Twilight Saga: Breaking Dawn - Part 2,2012,13+,71,1,0,0,0,0,7.1
Jagga Jasoos,2017,7+,71,1,0,0,0,0,7.1
The Burial of Kojo,2018,18+,71,1,0,0,0,0,7.1
My Best Friend's Wedding,1997,13+,71,1,0,0,0,0,7.1
Bee Movie,2007,7+,71,1,0,0,0,0,7.1
Seoul Searching,2015,18+,71,1,0,0,0,0,7.1
Before I Fall,2017,13+,71,1,0,0,0,0,7.1
The Babysitter,2017,18+,71,1,0,0,0,0,7.1
After,2019,13+,71,1,0,0,0,0,7.1
"As Above, So Below",2014,18+,71,1,0,0,0,0,7.1
Bo Burnham: What.,2013,18+,71,1,0,0,0,0,7.1
Stree,2018,18+,71,1,0,1,0,0,7.1
Velvet Buzzsaw,2019,18+,71,1,0,0,0,0,7.1
Savages,2012,18+,71,1,0,0,0,0,7.1
Jupiter Ascending,2015,13+,71,1,0,0,0,0,7.1
Spectral,2016,13+,71,1,0,0,0,0,7.1
Resident Evil: Afterlife,2010,18+,71,1,1,0,0,0,7.1
Accepted,2006,13+,71,1,0,0,0,0,7.1
"Live Twice, Love Once",2019,18+,71,1,0,0,0,0,7.1
Iliza Shlesinger: Elder Millennial,2018,18+,71,1,0,0,0,0,7.1
Zindagi Na Milegi Dobara,2011,7+,71,1,0,0,0,0,7.1
Free Fire,2017,18+,71,1,0,0,0,0,7.1
Soorma,2018,13+,71,1,0,0,0,0,7.1
The Zookeeper's Wife,2017,13+,71,1,0,0,0,0,7.1
Time Share,2018,18+,71,1,0,0,0,0,7.1
The Outpost,2019,18+,71,1,0,0,0,0,7.1
Kabir Singh,2019,18+,71,1,0,0,0,0,7.1
Homecoming: A Film by Beyoncé,2019,13+,71,1,0,0,0,0,7.1
Jerry Seinfeld: 23 Hours to Kill,2020,7+,71,1,0,0,0,0,7.1
Ip Man 4: The Finale,2019,16+,71,1,0,0,0,0,7.1
The Laundromat,2019,18+,71,1,0,0,0,0,7.1
The 12th Man,2017,18+,71,1,1,0,0,0,7.1
Bad Trip,2020,18+,71,1,0,0,0,0,7.1
Mr. Peabody & Sherman,2014,7+,71,1,0,0,0,0,7.1
Ip Man 3,2015,13+,71,1,0,0,0,0,7.1
Rang De Basanti,2006,13+,71,1,0,0,0,0,7.1
The Midnight Sky,2020,13+,71,1,0,0,0,0,7.1
Mr. Right,2016,18+,71,1,0,0,0,0,7.1
White Christmas,1954,18+,71,1,0,0,0,0,7.1
Synchronic,2020,18+,71,1,0,0,0,0,7.1
Adrift,2018,13+,70,1,0,0,0,0,7.0
The Game Changers,2019,18+,70,1,0,0,0,0,7.0
Michelle Wolf: Joke Show,2019,18+,70,1,0,0,0,0,7.0
Da 5 Bloods,2020,18+,70,1,0,0,0,0,7.0
The American,2010,18+,70,1,0,1,0,0,7.0
The Best of Enemies,2019,13+,70,1,0,0,0,0,7.0
Forgotten,2017,18+,70,1,0,1,0,0,7.0
I Don't Feel at Home in This World Anymore,2017,18+,70,1,0,0,0,0,7.0
Lupin the Third: The Castle of Cagliostro,1979,7+,70,1,0,0,0,0,7.0
Never Back Down,2008,13+,70,1,0,0,0,0,7.0
Fear Street: 1666,2021,18+,70,1,0,0,0,0,7.0
Zathura: A Space Adventure,2005,7+,70,1,0,0,0,0,7.0
"Faith, Hope & Love",2019,7+,70,1,0,0,0,0,7.0
2 States,2014,7+,70,1,0,0,0,0,7.0
Grass is Greener,2019,18+,70,1,0,0,0,0,7.0
May the Devil Take You,2018,18+,70,1,0,0,0,0,7.0
Double Jeopardy,1999,18+,70,1,0,0,0,0,7.0
Ava,2020,18+,70,1,0,0,0,0,7.0
Barfi!,2012,all,70,1,0,0,0,0,7.0
Barry,2016,18+,70,1,0,0,0,0,7.0
Go!,2020,18+,70,1,0,0,0,0,7.0
Everybody's Fine,2009,13+,70,1,0,0,0,0,7.0
Monty Python Live at the Hollywood Bowl,1982,18+,70,1,0,0,0,0,7.0
Parker,2013,18+,70,1,0,0,0,0,7.0
The Karate Kid Part II,1986,7+,70,1,0,0,0,0,7.0
System Crasher,2019,18+,70,1,0,0,0,0,7.0
Under Siege,1992,18+,70,1,0,0,0,0,7.0
Brain on Fire,2017,13+,70,1,0,0,0,0,7.0
The Butterfly's Dream,2013,13+,70,1,0,0,0,0,7.0
The Wrong Missy,2020,18+,70,1,0,0,0,0,7.0
Battle: Los Angeles,2011,13+,70,1,0,0,0,0,7.0
Pari,2018,13+,70,1,0,1,0,0,7.0
The Beguiled,2017,18+,70,1,0,0,0,0,7.0
Batman: The Killing Joke,2016,18+,70,1,0,0,0,0,7.0
Sex Drive,2008,18+,70,1,0,0,0,0,7.0
Mosul,2020,18+,70,1,0,0,0,0,7.0
Pokémon the Movie: The Power of Us,2018,all,70,1,0,0,0,0,7.0
Underdogs,2013,7+,70,1,0,1,0,0,7.0
The Little Rascals,1994,7+,70,1,0,0,0,0,7.0
Fun with Dick and Jane,2005,13+,70,1,0,1,0,0,7.0
Ballerina,2016,7+,70,1,0,0,0,0,7.0
Hasan Minhaj: Homecoming King,2017,18+,70,1,0,0,0,0,7.0
An Easy Girl,2019,18+,70,1,0,0,0,0,7.0
Highway,2014,13+,70,1,0,1,0,0,7.0
The Book of Henry,2017,13+,70,1,0,0,0,0,7.0
Reversing Roe,2018,18+,70,1,0,0,0,0,7.0
The Clovehitch Killer,2018,13+,70,1,1,0,0,0,7.0
There's Something in the Water,2019,18+,70,1,0,0,0,0,7.0
Stuart Little,1999,7+,70,1,0,0,0,0,7.0
Barakah Meets Barakah,2016,18+,70,1,0,0,0,0,7.0
Starsky & Hutch,2004,13+,70,1,0,0,0,0,7.0
Loving,2016,13+,70,1,0,0,0,0,7.0
Haider,2014,13+,70,1,0,0,0,0,7.0
The Twilight Saga: Eclipse,2010,13+,70,1,0,0,0,0,7.0
Triple 9,2016,18+,70,1,0,0,0,0,7.0
Spanglish,2004,13+,70,1,0,0,0,0,7.0
The Spiderwick Chronicles,2008,7+,70,1,0,0,0,0,7.0
Kahaani,2012,16+,69,1,0,0,0,0,6.9
Lady J,2018,16+,69,1,0,0,0,0,6.9
The Interpreter,2005,13+,69,1,0,0,0,0,6.9
"Frankenstein's Monster's Monster, Frankenstein",2019,16+,69,1,0,0,0,0,6.9
Not Another Teen Movie,2001,16+,69,1,0,1,0,0,6.9
The Cloverfield Paradox,2018,13+,69,1,0,0,0,0,6.9
Disclosure,2020,18+,69,1,0,0,0,0,6.9
Hot Girls Wanted,2015,18+,69,1,0,0,0,0,6.9
Dead Man Down,2013,18+,69,1,0,0,0,0,6.9
Fear Street: 1994,2021,18+,69,1,0,0,0,0,6.9
Kill the Irishman,2011,18+,69,1,0,0,0,0,6.9
Set It Up,2018,16+,69,1,0,0,0,0,6.9
Case 39,2009,18+,69,1,0,1,0,0,6.9
Outside the Wire,2021,18+,69,1,0,0,0,0,6.9
Steal a Pencil for Me,2007,18+,69,1,0,0,0,0,6.9
Project Power,2020,18+,69,1,0,0,0,0,6.9
High Strung Free Dance,2018,7+,69,1,0,0,0,0,6.9
The Twilight Saga: Breaking Dawn - Part 1,2011,13+,69,1,0,0,0,0,6.9
Marc Maron: Too Real,2017,18+,69,1,0,0,0,0,6.9
The Polka King,2017,18+,69,1,0,0,0,0,6.9
6 Balloons,2018,18+,69,1,0,0,0,0,6.9
Amanda Knox,2016,18+,69,1,0,0,0,0,6.9
At Eternity's Gate,2018,13+,69,1,0,0,0,0,6.9
Anon,2018,18+,69,1,0,0,0,0,6.9
3 Days to Kill,2014,13+,69,1,0,0,0,0,6.9
To the Bone,2017,18+,69,1,0,0,0,0,6.9
Trollhunters: Rise of the Titans,2021,7+,69,1,0,0,0,0,6.9
Mowgli: Legend of the Jungle,2018,13+,69,1,0,0,0,0,6.9
Mother's Day,2016,13+,69,1,0,1,0,0,6.9
Mortal Kombat,1995,13+,69,1,0,0,0,0,6.9
Creep,2014,18+,69,1,0,1,0,0,6.9
Death to 2020,2020,18+,69,1,0,0,0,0,6.9
Operation Finale,2018,13+,69,1,0,0,0,0,6.9
The Great Hack,2019,18+,69,1,0,0,0,0,6.9
The Land of Steady Habits,2018,18+,69,1,0,0,0,0,6.9
Suffragette,2015,13+,69,1,0,0,0,0,6.9
Wildlife,2018,13+,69,1,0,0,0,0,6.9
War Machine,2017,18+,69,1,0,0,0,0,6.9
Bending the Arc,2017,18+,69,1,0,0,0,0,6.9
Kill the Messenger,2014,18+,69,1,0,0,0,0,6.9
Feminists: What Were They Thinking?,2018,18+,69,1,0,0,0,0,6.9
If Anything Happens I Love You,2020,7+,69,1,0,0,0,0,6.9
Nobody Speak: Trials of the Free Press,2017,16+,69,1,0,0,0,0,6.9
Sand Castle,2017,18+,69,1,0,0,0,0,6.9
The Forest of Love,2019,18+,69,1,0,0,0,0,6.9
Kabhi Alvida Naa Kehna,2006,18+,69,1,0,0,0,0,6.9
Fatherhood,2021,13+,69,1,0,0,0,0,6.9
Our Idiot Brother,2011,18+,69,1,0,0,0,0,6.9
Quién te cantará,2018,18+,68,1,0,0,0,0,6.8
Takers,2010,13+,68,1,0,1,0,0,6.8
Udaan,2010,18+,68,1,0,0,0,0,6.8
City of Joy,2016,18+,68,1,0,1,0,0,6.8
Under the Shadow,2016,13+,68,1,0,0,0,0,6.8
The Silence of Others,2019,18+,68,1,0,0,0,0,6.8
Nacho Libre,2006,7+,68,1,0,0,0,0,6.8
Ninja Assassin,2009,18+,68,1,0,0,0,0,6.8
The Twilight Saga: New Moon,2009,13+,68,1,0,0,0,0,6.8
Rocks,2020,18+,68,1,0,0,0,0,6.8
Step Up Revolution,2012,13+,68,1,1,0,0,0,6.8
Giving Voice,2020,13+,68,1,0,0,0,0,6.8
Like Father,2018,18+,68,1,0,0,0,0,6.8
Eddie Murphy Raw,1987,18+,68,1,0,0,0,0,6.8
Berserk: The Golden Age Arc III - The Advent,2013,18+,68,1,0,0,0,0,6.8
Aval,2017,13+,68,1,0,0,0,0,6.8
The Promise,2016,13+,68,1,0,0,0,0,6.8
Prospect,2018,18+,68,1,0,0,0,0,6.8
Ne Zha,2019,18+,68,1,0,0,0,0,6.8
Bad Genius,2017,13+,68,1,0,0,0,0,6.8
Burning Sands,2017,18+,68,1,0,0,0,0,6.8
Ludo,2020,13+,68,1,0,0,0,0,6.8
Eat Pray Love,2010,13+,68,1,0,0,0,0,6.8
Circle,2015,18+,68,1,0,1,0,0,6.8
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,18+,68,1,0,0,0,0,6.8
Dovlatov,2018,13+,68,1,0,0,0,0,6.8
Lakshya,2004,all,68,1,0,0,0,0,6.8
American Murder: The Family Next Door,2020,18+,68,1,0,0,0,0,6.8
Jab We Met,2007,13+,68,1,0,1,0,0,6.8
Kuchh Bheege Alfaaz,2018,18+,68,1,0,0,0,0,6.8
John Mulaney: The Comeback Kid,2015,7+,68,1,0,0,0,0,6.8
Apostle,2018,18+,68,1,0,0,0,0,6.8
After We Collided,2020,18+,68,1,0,0,0,0,6.8
Mystic Pizza,1988,16+,68,1,1,0,0,0,6.8
Middle Men,2009,18+,68,1,0,0,0,0,6.8
To All the Boys: P.S. I Still Love You,2020,16+,68,1,0,0,0,0,6.8
Malang,2020,18+,68,1,0,0,0,0,6.8
Someone Great,2019,18+,68,1,0,0,0,0,6.8
Time Trap,2017,18+,68,1,0,0,0,0,6.8
In This Corner of the World,2016,13+,68,1,0,0,0,0,6.8
C/o Kancharapalem,2018,7+,68,1,0,0,0,0,6.8
Agneepath,1990,18+,68,1,0,0,0,0,6.8
The Package,2018,18+,67,1,0,0,0,0,6.7
Tau,2018,18+,67,1,0,0,0,0,6.7
Your Highness,2011,18+,67,1,0,1,0,0,6.7
Alexander,2004,18+,67,1,0,0,0,0,6.7
Rurouni Kenshin: The Final,2021,18+,67,1,0,0,0,0,6.7
Bill Burr: I'm Sorry You Feel That Way,2014,18+,67,1,0,0,0,0,6.7
Berserk: The Golden Age Arc I - The Egg of the King,2012,18+,67,1,0,0,0,0,6.7
All the Bright Places,2020,18+,67,1,0,0,0,0,6.7
Streets of Fire,1984,7+,67,1,0,0,0,0,6.7
Sleepless,2017,18+,67,1,0,0,0,0,6.7
An Egyptian Story,1982,18+,67,1,0,0,0,0,6.7
Major Grom: Plague Doctor,2021,18+,67,1,0,0,0,0,6.7
Struggle: The Life and Lost Art of Szukalski,2018,18+,67,1,0,0,0,0,6.7
Seaspiracy,2021,18+,67,1,0,0,0,0,6.7
Wish I Was Here,2014,18+,67,1,0,0,0,0,6.7
Moxie,2021,13+,67,1,0,0,0,0,6.7
18 Presents,2020,18+,67,1,0,0,0,0,6.7
Oxygen,2021,18+,67,1,0,0,0,0,6.7
Private Life,2018,18+,67,1,0,0,0,0,6.7
The Grandmaster,2013,13+,67,1,0,0,0,0,6.7
Home Again,2017,13+,67,1,0,0,0,0,6.7
Athlete A,2020,13+,67,1,0,0,0,0,6.7
The Outsider,2018,18+,67,1,1,1,0,0,6.7
The Fourth Kind,2009,13+,67,1,0,0,0,0,6.7
Bastille Day,2016,18+,67,1,0,0,0,0,6.7
The Whole Truth,2016,18+,67,1,0,0,0,0,6.7
Ibiza,2018,18+,67,1,0,0,0,0,6.7
Sabotage,2014,18+,67,1,0,0,0,0,6.7
Penguin Bloom,2021,13+,67,1,0,0,0,0,6.7
The Kissing Booth 2,2020,18+,67,1,0,0,0,0,6.7
Kingsglaive: Final Fantasy XV,2016,13+,67,1,0,0,0,0,6.7
Mirai,2018,7+,67,1,0,0,0,0,6.7
Child's Play 2,1990,18+,67,1,0,0,0,0,6.7
World Trade Center,2006,13+,67,1,0,1,0,0,6.7
OMG: Oh My God!,2012,all,67,1,0,0,0,0,6.7
A Private War,2018,18+,67,1,0,0,0,0,6.7
Get on Up,2014,13+,67,1,0,0,0,0,6.7
The Possession,2012,13+,67,1,0,0,0,0,6.7
The Angry Birds Movie 2,2019,7+,67,1,0,0,0,0,6.7
Stowaway,2021,18+,67,1,0,0,0,0,6.7
Bill Burr: You People Are All The Same,2012,18+,67,1,0,0,0,0,6.7
Four Christmases,2008,13+,67,1,0,0,0,0,6.7
Bombay Talkies,2013,13+,67,1,0,0,0,0,6.7
Vampire Academy,2014,13+,67,1,0,0,0,0,6.7
Brick Mansions,2014,13+,67,1,0,0,0,0,6.7
Kingdom: Ashin of the North,2021,18+,67,1,0,0,0,0,6.7
Andaz Apna Apna,1994,7+,67,1,0,0,0,0,6.7
Emicida: AmarElo - It's All for Yesterday,2020,18+,67,1,0,0,0,0,6.7
Blue Miracle,2021,7+,67,1,0,0,0,0,6.7
Holding the Man,2015,18+,67,1,0,0,0,0,6.7
Small Town Crime,2018,18+,67,1,0,0,0,0,6.7
Ek Ladki Ko Dekha Toh Aisa Laga,2019,18+,67,1,0,0,0,0,6.7
First They Killed My Father,2017,18+,67,1,0,0,0,0,6.7
Rising Phoenix,2020,13+,67,1,0,0,0,0,6.7
The Wolf's Call,2019,16+,67,1,0,0,0,0,6.7
Paan Singh Tomar,2012,7+,67,1,0,0,0,0,6.7
John Mulaney & The Sack Lunch Bunch,2019,18+,67,1,0,0,0,0,6.7
Seventh Son,2015,13+,67,1,0,0,0,0,6.7
The Death of Mr. Lazarescu,2005,18+,67,1,0,0,0,0,6.7
The Occupant,2020,18+,67,1,0,0,0,0,6.7
The Body Remembers When the World Broke Open,2019,18+,67,1,0,0,0,0,6.7
The Woman in the Window,2021,18+,67,1,0,0,0,0,6.7
Berlin Syndrome,2017,18+,67,1,0,0,0,0,6.7
What the Health,2017,18+,67,1,0,0,0,0,6.7
The Runaways,2010,18+,67,1,0,0,0,0,6.7
Kodachrome,2017,18+,67,1,0,0,0,0,6.7
Croupier,1998,18+,67,1,0,0,0,0,6.7
The Smurfs,2011,7+,67,1,0,0,0,0,6.7
Muppets Most Wanted,2014,7+,67,1,0,0,1,0,6.7
Creep 2,2017,18+,67,1,0,0,0,0,6.7
Mandela: Long Walk to Freedom,2013,13+,66,1,0,0,0,0,6.6
Toilet: A Love Story,2017,18+,66,1,0,0,0,0,6.6
The Square,2013,16+,66,1,0,0,0,0,6.6
Jerry Seinfeld: I'm Telling You for the Last Time,1998,all,66,1,0,0,0,0,6.6
"Roxanne, Roxanne",2017,18+,66,1,0,0,0,0,6.6
Riphagen The Untouchable,2016,18+,66,1,0,0,0,0,6.6
Dear Zindagi,2016,13+,66,1,0,0,0,0,6.6
Vizontele,2001,18+,66,1,0,0,0,0,6.6
Good on Paper,2021,18+,66,1,0,0,0,0,6.6
Ophelia,2019,13+,66,1,0,0,0,0,6.6
Black Sea,2014,18+,66,1,0,0,0,0,6.6
Girl,2018,18+,66,1,1,0,0,0,6.6
Irreplaceable You,2018,18+,66,1,0,0,0,0,6.6
The Do-Over,2016,18+,66,1,0,0,0,0,6.6
Metallica: Some Kind of Monster,2004,18+,66,1,0,0,0,0,6.6
Handsome Devil,2017,18+,66,1,0,0,0,0,6.6
Unfriended,2015,18+,66,1,0,0,0,0,6.6
Visaranai,2016,18+,66,1,0,0,0,0,6.6
Been So Long,2018,18+,66,1,0,0,0,0,6.6
Yes Day,2021,7+,66,1,0,0,0,0,6.6
Blood Red Sky,2021,18+,66,1,0,0,0,0,6.6
The Bleeding Edge,2018,16+,66,1,0,0,0,0,6.6
Tread,2020,18+,66,1,0,0,0,0,6.6
Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,18+,66,1,0,0,0,0,6.6
Kevin Hart: Irresponsible,2019,18+,66,1,0,0,0,0,6.6
In the Tall Grass,2019,18+,66,1,0,0,0,0,6.6
Wadjda,2012,7+,66,1,0,0,0,0,6.6
Ferry,2021,18+,66,1,0,0,0,0,6.6
The Heartbreak Kid,2007,18+,66,1,0,0,0,0,6.6
Fools Rush In,1997,13+,66,1,0,0,0,0,6.6
Wild Child,2008,13+,66,1,0,0,0,0,6.6
The Lovebirds,2020,18+,66,1,0,0,0,0,6.6
Machete Kills,2013,18+,66,1,0,0,0,0,6.6
Sergio,2020,18+,66,1,0,0,0,0,6.6
The Last Letter From Your Lover,2021,18+,66,1,0,0,0,0,6.6
Kursk,2018,13+,66,1,0,0,0,0,6.6
Then Came You,2019,13+,66,1,0,0,0,0,6.6
Gantz:O,2016,18+,66,1,0,0,0,0,6.6
Jenny Slate: Stage Fright,2019,18+,66,1,0,0,0,0,6.6
Taylor Swift: Reputation Stadium Tour,2018,7+,66,1,0,0,0,0,6.6
Jodhaa Akbar,2008,13+,66,1,0,0,0,0,6.6
Red Joan,2018,18+,66,1,0,0,0,0,6.6
Amateur,2018,18+,66,1,0,0,0,0,6.6
What a Girl Wants,2003,7+,66,1,0,0,0,0,6.6
Quigley Down Under,1990,13+,66,1,0,0,0,0,6.6
Cop Out,2010,18+,66,1,0,0,0,0,6.6
Mindhorn,2016,18+,66,1,0,0,0,0,6.6
Katt Williams: Great America,2018,18+,66,1,0,0,0,0,6.6
Lingua Franca,2020,18+,66,1,0,0,0,0,6.6
Abduction,2011,13+,66,1,0,1,0,0,6.6
Copenhagen,2014,18+,66,1,0,0,0,0,6.6
High Flying Bird,2019,18+,66,1,0,0,0,0,6.6
Free to Play,2014,18+,66,1,0,0,0,0,6.6
Life of Crime,2013,18+,66,1,0,0,0,0,6.6
A Very Murray Christmas,2015,18+,66,1,0,0,0,0,6.6
The Silence,2019,13+,65,1,0,0,0,0,6.5
Sarah's Key,2010,13+,65,1,0,0,0,0,6.5
Abducted in Plain Sight,2018,all,65,1,0,0,0,0,6.5
Winchester,2018,13+,65,1,0,0,0,0,6.5
Our Souls at Night,2017,16+,65,1,0,0,0,0,6.5
The Karate Kid Part III,1989,7+,65,1,0,0,0,0,6.5
Haseen Dillruba,2021,18+,65,1,0,0,0,0,6.5
SampleThis,2013,18+,65,1,0,0,0,0,6.5
Bride of Chucky,1998,18+,65,1,0,0,0,0,6.5
Christine,2016,18+,65,1,1,0,0,0,6.5
Secret Superstar,2017,18+,65,1,0,0,0,0,6.5
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,18+,65,1,0,0,0,0,6.5
WHAT DID JACK DO?,2017,16+,65,1,0,0,0,0,6.5
Blue Jay,2016,18+,65,1,0,0,0,0,6.5
Deidra & Laney Rob a Train,2017,16+,65,1,0,0,0,0,6.5
Hari Kondabolu: Warn Your Relatives,2018,18+,65,1,0,0,0,0,6.5
Close,2019,18+,65,1,0,0,0,0,6.5
Sir,2018,18+,65,1,0,0,0,0,6.5
Congo,1995,13+,65,1,0,0,0,0,6.5
The Prom,2020,13+,65,1,0,0,0,0,6.5
Naruto Shippuden the Movie,2007,13+,65,1,0,0,0,0,6.5
The Bling Ring,2013,18+,65,1,0,0,0,0,6.5
Greater,2016,7+,65,1,0,0,0,0,6.5
07:19,2016,18+,65,1,0,0,0,0,6.5
Neal Brennan: 3 Mics,2017,18+,65,1,0,0,0,0,6.5
In the Family,2017,18+,65,1,0,0,0,0,6.5
The Awakening of Motti Wolkenbruch,2018,18+,65,1,0,0,0,0,6.5
Beats,2019,18+,65,1,0,1,0,0,6.5
Lost Girls,2020,18+,65,1,0,0,0,0,6.5
The Witch: Part 1. The Subversion,2018,18+,65,1,0,0,0,0,6.5
Don,2006,13+,65,1,0,0,0,0,6.5
A Little Chaos,2015,18+,65,1,0,0,0,0,6.5
Dennis the Menace,1993,7+,65,1,0,0,0,0,6.5
iBoy,2017,18+,65,1,0,0,0,0,6.5
Rush: Beyond The Lighted Stage,2010,18+,65,1,0,0,0,0,6.5
See You Yesterday,2019,18+,65,1,0,0,0,0,6.5
Metallica: Through the Never,2013,18+,65,1,0,0,0,0,6.5
Xtreme,2021,18+,65,1,0,0,0,0,6.5
Beyond the Clouds,2018,18+,65,1,0,0,0,0,6.5
Two Distant Strangers,2020,18+,65,1,0,0,0,0,6.5
Bert Kreischer: Secret Time,2018,18+,65,1,0,0,0,0,6.5
To All the Boys: Always and Forever,2021,18+,65,1,0,0,0,0,6.5
Breaking Boundaries: The Science of Our Planet,2021,7+,65,1,0,0,0,0,6.5
"Yes, God, Yes",2019,18+,65,1,0,0,0,0,6.5
The Long Riders,1980,18+,65,1,0,1,0,0,6.5
Shepherds and Butchers,2017,18+,65,1,0,0,0,0,6.5
Big Miracle,2012,7+,65,1,0,0,0,0,6.5
Gunjan Saxena: The Kargil Girl,2020,16+,65,1,0,0,0,0,6.5
The Invisible Guardian,2017,16+,65,1,0,0,0,0,6.5
Cop Car,2015,18+,65,1,0,0,0,0,6.5
Main Hoon Na,2004,7+,65,1,0,0,0,0,6.5
Last Breath,2019,18+,65,1,0,0,0,0,6.5
The Stepfather,2009,13+,65,1,1,1,0,0,6.5
Joe Rogan: Strange Times,2018,18+,65,1,0,0,0,0,6.5
The Sweetest Thing,2002,18+,65,1,0,1,0,0,6.5
Dil Se..,1998,13+,65,1,0,0,0,0,6.5
Thunder Force,2021,13+,65,1,0,0,0,0,6.5
The Ivory Game,2016,18+,65,1,0,0,0,0,6.5
Otherhood,2019,18+,65,1,0,0,0,0,6.5
Space Sweepers,2021,18+,65,1,0,0,0,0,6.5
The Prince & Me,2004,7+,65,1,0,1,0,0,6.5
For the Love of Spock,2016,18+,65,1,0,0,0,0,6.5
The Green Inferno,2015,18+,64,1,0,0,0,0,6.4
A Babysitter's Guide to Monster Hunting,2020,18+,64,1,0,0,0,0,6.4
Fantastic Fungi,2019,16+,64,1,0,0,0,0,6.4
West Beirut,1998,13+,64,1,0,0,0,0,6.4
He Never Died,2015,18+,64,1,0,0,0,0,6.4
The Nut Job,2014,7+,64,1,0,0,0,0,6.4
Unicorn Store,2017,18+,64,1,0,0,0,0,6.4
Alex Strangelove,2018,18+,64,1,0,0,0,0,6.4
Naruto Shippuden the Movie: The Will of Fire,2009,13+,64,1,0,0,0,0,6.4
David Foster: Off the Record,2019,18+,64,1,0,0,0,0,6.4
Pihu,2018,all,64,1,0,0,0,0,6.4
American Me,1992,18+,64,1,0,0,0,0,6.4
The Christmas Chronicles: Part Two,2020,7+,64,1,0,0,0,0,6.4
Sinister 2,2015,18+,64,1,0,0,0,0,6.4
Don't Go Breaking My Heart,2011,18+,64,1,0,0,0,0,6.4
Black '47,2018,18+,64,1,0,0,0,0,6.4
Mute,2018,18+,64,1,0,0,0,0,6.4
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,13+,64,1,0,0,0,0,6.4
The Ottoman Lieutenant,2017,18+,64,1,0,0,0,0,6.4
Teefa in Trouble,2018,13+,64,1,0,0,0,0,6.4
David Cross: Making America Great Again,2016,18+,64,1,0,0,0,0,6.4
The Last Days,1998,13+,64,1,0,0,0,0,6.4
Fred Claus,2007,7+,64,1,0,0,0,0,6.4
Sierra Burgess Is a Loser,2018,13+,64,1,0,0,0,0,6.4
Pariah,2011,18+,64,1,0,0,0,0,6.4
Cam,2018,18+,64,1,0,0,0,0,6.4
The Boys in the Band,2020,18+,64,1,0,0,0,0,6.4
Kai Po Che!,2013,18+,64,1,0,0,0,0,6.4
The Tree of Blood,2018,18+,64,1,0,0,0,0,6.4
Magic Carpet Ride,2005,13+,64,1,0,0,0,0,6.4
A Sun,2019,18+,64,1,0,0,0,0,6.4
The Mirror Has Two Faces,1996,13+,64,1,0,0,0,0,6.4
The Skin of the Wolf,2018,18+,64,1,0,0,0,0,6.4
Come Sunday,2018,16+,64,1,0,0,0,0,6.4
The Forty-Year-Old Version,2020,18+,64,1,0,0,0,0,6.4
Eli,2019,18+,64,1,0,0,0,0,6.4
Naruto the Movie: Ninja Clash in the Land of Snow,2004,16+,64,1,0,0,0,0,6.4
Tony Robbins: I Am Not Your Guru,2016,18+,64,1,0,0,0,0,6.4
Good Burger,1997,7+,64,1,0,0,0,0,6.4
Jimmy Neutron: Boy Genius,2001,all,64,1,0,0,0,0,6.4
American Son,2019,18+,64,1,0,0,0,0,6.4
The Call,2020,18+,64,1,0,0,0,0,6.4
Nights in Rodanthe,2008,13+,64,1,0,0,0,0,6.4
Dick Johnson Is Dead,2020,13+,64,1,0,0,0,0,6.4
Maps to the Stars,2014,18+,64,1,0,0,0,0,6.4
The Hows of Us,2018,18+,64,1,0,0,0,0,6.4
Mimi,2021,18+,64,1,0,0,0,0,6.4
100 Meters,2016,18+,64,1,0,0,0,0,6.4
The Death and Life of Marsha P. Johnson,2017,18+,64,1,0,0,0,0,6.4
No Game No Life: Zero,2017,18+,64,1,0,0,0,0,6.4
Taylor Tomlinson: Quarter-Life Crisis,2020,16+,64,1,0,0,0,0,6.4
All Day and a Night,2020,18+,64,1,0,0,0,0,6.4
Ali Wong: Baby Cobra,2016,18+,64,1,0,0,0,0,6.4
Parmanu: The Story of Pokhran,2018,18+,64,1,0,0,0,0,6.4
The Incredible Jessica James,2017,18+,64,1,0,0,0,0,6.4
The Happytime Murders,2018,18+,64,1,0,0,0,0,6.4
The Strangers: Prey at Night,2018,18+,64,1,0,0,0,0,6.4
Cradle 2 the Grave,2003,18+,64,1,0,0,0,0,6.4
Jim Gaffigan: King Baby,2009,7+,64,1,0,0,0,0,6.4
Rust Creek,2019,18+,64,1,0,0,0,0,6.4
